1793.00 CONN 1 12 down
1800.00 CONN 18 5 down
1801.00 CONN 21 20 down
1801.00 CONN 23 21 down
1804.00 CONN 18 14 up
1804.00 CONN 18 14 down
1814.00 CONN 9 1 down
1820.00 CONN 9 7 down
1820.00 CONN 9 17 down
1821.00 CONN 5 8 down
1823.00 CONN 1 4 up
1823.00 CONN 1 4 down
1824.00 CONN 21 20 up
1824.00 CONN 21 20 down
1824.00 CONN 21 20 up
1824.00 CONN 21 20 down
1824.00 CONN 21 20 up
1824.00 CONN 21 20 down
1828.00 CONN 5 3 down
1830.00 CONN 18 19 down
1848.00 CONN 5 13 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 down
1872.00 CONN 24 21 up
1872.00 CONN 24 21 up
1872.00 CONN 24 21 down
1872.00 CONN 24 21 up
1872.00 CONN 24 21 up
1872.00 CONN 24 21 down
1872.00 CONN 24 21 up
1872.00 CONN 24 21 up
1872.00 CONN 24 21 down
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 down
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 down
1872.00 CONN 24 23 up
1872.00 CONN 24 23 down
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 down
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 down
1872.00 CONN 24 23 up
1872.00 CONN 24 23 down
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1872.00 CONN 24 23 up
1873.00 CONN 24 14 up
1873.00 CONN 24 14 up
1873.00 CONN 24 14 down
1873.00 CONN 24 14 up
1873.00 CONN 24 14 up
1873.00 CONN 24 20 up
1873.00 CONN 24 20 down
1873.00 CONN 24 14 up
1873.00 CONN 24 20 up
1873.00 CONN 24 14 up
1873.00 CONN 24 14 down
1873.00 CONN 24 20 up
1873.00 CONN 24 20 down
1873.00 CONN 24 14 up
1873.00 CONN 24 20 up
1873.00 CONN 24 20 down
1873.00 CONN 24 14 up
1873.00 CONN 24 14 up
1873.00 CONN 24 20 up
1873.00 CONN 24 14 up
1873.00 CONN 24 14 down
1873.00 CONN 24 20 up
1873.00 CONN 24 20 down
1873.00 CONN 24 14 up
1878.00 CONN 24 23 down
1879.00 CONN 24 21 down
1879.00 CONN 24 23 down
1879.00 CONN 24 23 down
1879.00 CONN 24 14 down
1880.00 CONN 24 20 down
1885.00 CONN 24 23 down
1885.00 CONN 24 23 down
1886.00 CONN 24 23 down
1886.00 CONN 24 23 down
1886.00 CONN 24 20 down
1886.00 CONN 20 21 up
1886.00 CONN 21 20 up
1886.00 CONN 21 20 up
1886.00 CONN 21 20 down
1892.00 CONN 24 21 down
1892.00 CONN 24 23 down
1892.00 CONN 24 23 down
1892.00 CONN 24 23 down
1892.00 CONN 24 23 down
1892.00 CONN 24 23 down
1893.00 CONN 24 14 down
1893.00 CONN 24 14 down
1893.00 CONN 24 14 down
1899.00 CONN 24 23 down
1899.00 CONN 24 23 down
1899.00 CONN 24 23 down
1905.00 CONN 24 23 down
1905.00 CONN 24 23 down
1905.00 CONN 24 23 down
1905.00 CONN 24 23 down
1906.00 CONN 24 23 down
1906.00 CONN 24 23 down
1907.00 CONN 5 3 down
1912.00 CONN 24 21 down
1912.00 CONN 24 23 down
1913.00 CONN 24 14 down
1918.00 CONN 24 23 down
1919.00 CONN 24 14 down
1939.00 CONN 24 23 down
1946.00 CONN 24 14 down
1946.00 CONN 24 14 down
1959.00 CONN 20 21 down
1960.00 CONN 5 8 down
1972.00 CONN 2 4 up
1980.00 CONN 5 13 down
1992.00 CONN 2 4 down
1999.00 CONN 21 20 down
2010.00 CONN 5 13 down
2027.00 CONN 5 13 down
2034.00 CONN 5 3 down
2034.00 CONN 14 23 up
2044.00 CONN 24 23 up
2045.00 CONN 24 14 up
2061.00 CONN 14 23 down
2064.00 CONN 24 23 down
2066.00 CONN 5 13 up
2066.00 CONN 5 13 down
2067.00 CONN 5 23 up
2067.00 CONN 5 23 down
2068.00 CONN 5 8 up
2068.00 CONN 5 21 up
2075.00 CONN 5 21 down
2078.00 CONN 24 14 down
2083.00 CONN 13 23 down
2122.00 CONN 5 8 down
2124.00 CONN 23 21 up
2139.00 CONN 5 8 up
2142.00 CONN 5 8 up
2142.00 CONN 5 23 up
2175.00 CONN 21 20 up
2175.00 CONN 21 20 down
2200.00 CONN 5 3 down
2239.00 CONN 8 14 up
2239.00 CONN 8 14 down
2242.00 CONN 5 23 down
2248.00 CONN 16 8 up
2248.00 CONN 11 14 up
2248.00 CONN 11 14 down
2261.00 CONN 16 8 down
2307.00 CONN 5 8 down
2309.00 CONN 3 13 up
2388.00 CONN 24 23 up
2388.00 CONN 24 23 down
2408.00 CONN 5 3 down
2443.00 CONN 21 20 up
2443.00 CONN 21 20 down
2461.00 CONN 5 13 down
2540.00 CONN 23 21 down
2560.00 CONN 24 21 up
2560.00 CONN 24 23 up
2560.00 CONN 24 23 up
2576.00 CONN 5 8 down
2580.00 CONN 24 23 down
2600.00 CONN 24 21 down
2707.00 CONN 24 23 down
2724.00 CONN 5 3 up
2731.00 CONN 24 23 up
2731.00 CONN 24 23 up
2731.00 CONN 24 23 down
2731.00 CONN 24 23 up
2731.00 CONN 24 23 down
2732.00 CONN 24 21 up
2732.00 CONN 24 21 up
2732.00 CONN 24 23 up
2732.00 CONN 24 23 up
2732.00 CONN 24 23 up
2733.00 CONN 24 20 up
2733.00 CONN 24 14 up
2733.00 CONN 24 14 up
2738.00 CONN 24 23 down
2739.00 CONN 24 21 down
2739.00 CONN 24 23 down
2740.00 CONN 24 20 down
2740.00 CONN 24 14 down
2746.00 CONN 24 14 down
2765.00 CONN 24 23 down
2765.00 CONN 24 23 down
2783.00 CONN 3 13 down
2799.00 CONN 24 21 down
2826.00 CONN 5 8 down
2878.00 CONN 5 13 up
2903.00 CONN 24 23 up
2903.00 CONN 24 23 up
2905.00 CONN 24 14 up
2918.00 CONN 24 14 down
2923.00 CONN 24 23 down
2934.00 CONN 24 14 up
2934.00 CONN 24 14 down
2949.00 CONN 24 23 down
2998.00 CONN 5 13 down
3042.00 CONN 21 20 up
3042.00 CONN 21 20 down
3124.00 CONN 21 20 up
3124.00 CONN 21 20 down
3249.00 CONN 24 14 up
3249.00 CONN 24 14 down
3250.00 CONN 5 3 down
3392.00 CONN 5 21 up
3392.00 CONN 5 23 up
3399.00 CONN 5 23 down
3452.00 CONN 5 21 down
3539.00 CONN 5 13 up
3586.00 CONN 5 13 down
3762.00 CONN 24 23 up
3762.00 CONN 24 23 up
3768.00 CONN 24 23 down
3775.00 CONN 24 23 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 23 up
3841.00 CONN 3 23 down
3841.00 CONN 3 4 up
3841.00 CONN 3 4 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 13 up
3841.00 CONN 3 13 down
3841.00 CONN 3 4 up
3844.00 CONN 13 23 up
3844.00 CONN 13 20 up
3844.00 CONN 13 21 up
3844.00 CONN 13 21 up
3844.00 CONN 13 23 up
3844.00 CONN 13 21 up
3844.00 CONN 13 21 down
3844.00 CONN 13 23 up
3844.00 CONN 13 20 up
3844.00 CONN 13 21 up
3844.00 CONN 13 23 up
3844.00 CONN 13 21 up
3844.00 CONN 13 21 down
3844.00 CONN 13 23 up
3844.00 CONN 13 20 up
3844.00 CONN 13 21 up
3844.00 CONN 13 23 up
3844.00 CONN 13 23 up
3844.00 CONN 13 21 up
3844.00 CONN 13 23 up
3844.00 CONN 13 20 up
3844.00 CONN 13 21 up
3844.00 CONN 13 23 up
3844.00 CONN 13 21 up
3844.00 CONN 13 23 up
3844.00 CONN 13 21 up
3844.00 CONN 3 4 up
3845.00 CONN 2 3 up
3845.00 CONN 2 13 up
3845.00 CONN 2 13 down
3845.00 CONN 2 3 up
3845.00 CONN 2 4 up
3850.00 CONN 13 21 down
3851.00 CONN 13 23 down
3851.00 CONN 13 21 down
3857.00 CONN 13 20 down
3859.00 CONN 2 3 down
3861.00 CONN 3 4 down
3864.00 CONN 13 20 down
3864.00 CONN 13 21 down
3864.00 CONN 3 4 down
3867.00 CONN 3 13 up
3867.00 CONN 3 13 down
3873.00 CONN 13 23 up
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 14 up
3874.00 CONN 8 14 down
3874.00 CONN 8 4 up
3874.00 CONN 8 4 down
